symbol,geneid,description,pvalue,padj,log2foldchange,stat,basemean,ingested_at,bronze_source_file,series_id,gb_acc
IGHV1-58,28464.0,immunoglobulin heavy variable 1-58,0.286,0.607197,0.409915,1.06651,26.01,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RAMAC,83640.0,RNA guanine-7 methyltransferase activating subunit,0.287,0.607197,-0.219829,-1.06469,399.48,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CMTM2,146225.0,CKLF like MARVEL transmembrane domain containing 2,0.287,0.607197,0.478511,1.06478,36.85,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
WBP2,23558.0,WW domain binding protein 2,0.287,0.607197,0.154121,1.06552,2074.46,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SNRPD1,6632.0,small nuclear ribonucleoprotein D1 polypeptide,0.287,0.607197,-0.164074,-1.06538,671.73,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ELAVL1,1994.0,ELAV like RNA binding protein 1,0.287,0.607197,0.112056,1.06558,845.34,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SIRPD,128646.0,signal regulatory protein delta,0.287,0.607197,0.292145,1.06525,94.32,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
NEFH,4744.0,neurofilament heavy chain,0.287,0.607197,-0.311259,-1.06487,63.38,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SNU13,4809.0,small nuclear ribonucleoprotein 13,0.287,0.607197,-0.209015,-1.06498,2688.49,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SCO2,9997.0,synthesis of cytochrome C oxidase 2,0.286,0.607197,-0.279687,-1.06626,3276.88,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LRRC8D,55144.0,leucine rich repeat containing 8 VRAC subunit D,0.287,0.607341,0.193769,1.06418,782.58,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
HRAS,3265.0,"HRas proto-oncogene, GTPase",0.287,0.607341,-0.181531,-1.06443,383.15,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ATF7IP,55729.0,activating transcription factor 7 interacting protein,0.287,0.607341,-0.171845,-1.06423,1420.59,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MRPS34,65993.0,mitochondrial ribosomal protein S34,0.287,0.607341,0.192661,1.06419,1604.67,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
