symbol,geneid,description,pvalue,padj,log2foldchange,stat,basemean,ingested_at,bronze_source_file,series_id,gb_acc
C1orf127,148345.0,chromosome 1 open reading frame 127,0.0612,0.311484,-0.804083,-1.87224,25.01,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TCF7,6932.0,transcription factor 7,0.0611,0.311484,-0.411583,-1.87265,2944.32,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RPL10A,4736.0,ribosomal protein L10a,0.0612,0.311484,-0.362729,-1.87217,3847.88,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CCNJ,54619.0,cyclin J,0.0612,0.311484,-0.462453,-1.87215,54.34,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TMEM231,79583.0,transmembrane protein 231,0.0612,0.311484,-0.568605,-1.87209,43.27,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
UBE2G2,7327.0,ubiquitin conjugating enzyme E2 G2,0.0612,0.311484,-0.149065,-1.87216,1517.36,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MED11,400569.0,mediator complex subunit 11,0.0612,0.311518,0.362192,1.8719,389.42,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RNPS1,10921.0,RNA binding protein with serine rich domain 1,0.0612,0.311524,-0.222928,-1.87175,4827.8,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
IFNAR1,3454.0,interferon alpha and beta receptor subunit 1,0.0613,0.311529,-0.268207,-1.87161,924.04,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MFSD2A,84879.0,"MFSD2 lysolipid transporter A, lysophospholipid",0.0614,0.311539,-0.533947,-1.87054,272.56,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TRIM33,51592.0,tripartite motif containing 33,0.0615,0.311539,-0.214292,-1.87019,632.32,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PLCL1,5334.0,phospholipase C like 1 (inactive),0.0614,0.311539,-0.771725,-1.87062,97.51,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PGRMC2,10424.0,progesterone receptor membrane component 2,0.0614,0.311539,-0.596912,-1.87074,126.87,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LSM6,11157.0,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",0.0615,0.311539,0.274305,1.87021,307.27,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LIMK1,3984.0,LIM domain kinase 1,0.0613,0.311539,0.338613,1.87144,390.96,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
EPHB6,2051.0,EPH receptor B6,0.0614,0.311539,-0.353506,-1.87066,951.56,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SLA,6503.0,Src like adaptor,0.0614,0.311539,-0.443636,-1.87027,3635.15,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CISD3,284106.0,CDGSH iron sulfur domain 3,0.0614,0.311539,0.293088,1.87047,629.06,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TOP2A,7153.0,DNA topoisomerase II alpha,0.0615,0.311539,0.771023,1.87022,55.03,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
DLK2,65989.0,delta like non-canonical Notch ligand 2,0.0615,0.311575,-1.08656,-1.86985,25.81,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PRSS53,339105.0,serine protease 53,0.0615,0.311575,0.490567,1.86971,39.52,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SENP3-EIF4A1,100533955.0,SENP3-EIF4A1 readthrough (NMD candidate),0.0615,0.311575,-0.425508,-1.86988,6576.81,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
DLL1,28514.0,delta like canonical Notch ligand 1,0.0616,0.311752,-0.675724,-1.86932,65.93,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TACC1,6867.0,transforming acidic coiled-coil containing protein 1,0.0616,0.311752,-0.322535,-1.86918,771.06,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
BORCS7-ASMT,100528007.0,BORCS7-ASMT readthrough (NMD candidate),0.0617,0.311888,-0.282804,-1.86829,208.58,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
XPNPEP1,7511.0,X-prolyl aminopeptidase 1,0.0617,0.311888,0.274732,1.86869,1268.25,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
DAD1,1603.0,defender against cell death 1,0.0617,0.311888,0.230824,1.86878,1951.75,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SEPTIN4-AS1,101927688.0,SEPTIN4 antisense RNA 1,0.0617,0.311888,0.636902,1.86846,16.27,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CASTOR1,652968.0,cytosolic arginine sensor for mTORC1 subunit 1,0.0617,0.311888,-0.301948,-1.86841,377.21,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
C19orf33,64073.0,chromosome 19 open reading frame 33,0.0618,0.312099,1.14493,1.86785,26.9,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PGBD2,267002.0,piggyBac transposable element derived 2,0.062,0.312439,0.58232,1.86641,293.09,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PPP2R2B,5521.0,protein phosphatase 2 regulatory subunit Bbeta,0.0619,0.312439,0.59727,1.86682,104.49,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
C7orf25,79020.0,chromosome 7 open reading frame 25,0.062,0.312439,0.506295,1.86639,171.85,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC107984785,107984785.0,,0.0619,0.312439,-0.777721,-1.86665,20.76,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PWARSN,347746.0,"Prader Willi/Angelman region RNA, SNRPN neighbor",0.0619,0.312439,-0.489967,-1.867,51.21,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
NUDT16L1,84309.0,nudix hydrolase 16 like 1,0.062,0.312439,-0.222031,-1.86653,2245.34,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MSL3,10943.0,MSL complex subunit 3,0.0619,0.312439,-0.212916,-1.86698,1378.37,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SCNN1D,6339.0,sodium channel epithelial 1 subunit delta,0.062,0.312455,-0.508838,-1.86622,60.36,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
FAAP20,199990.0,FA core complex associated protein 20,0.0624,0.312929,-0.268468,-1.86338,570.67,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SLC2A1,6513.0,solute carrier family 2 member 1,0.0621,0.312929,-0.629223,-1.86527,1147.23,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MTHFD2,10797.0,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",0.0624,0.312929,-0.64499,-1.86369,297.76,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RPL14,9045.0,ribosomal protein L14,0.0623,0.312929,-0.383386,-1.86421,2641.48,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
EAF2,55840.0,ELL associated factor 2,0.0624,0.312929,0.52421,1.86369,551.74,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RAD1,5810.0,RAD1 checkpoint DNA exonuclease,0.0624,0.312929,-0.388935,-1.86335,234.93,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
GNL1,2794.0,G protein nucleolar 1 (putative),0.0623,0.312929,-0.571912,-1.86423,953.27,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RIN1,9610.0,Ras and Rab interactor 1,0.0624,0.312929,-0.496171,-1.86332,514.74,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SLC2A14,144195.0,solute carrier family 2 member 14,0.0621,0.312929,-1.48935,-1.86527,121.48,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
HCAR3,8843.0,hydroxycarboxylic acid receptor 3,0.0623,0.312929,-0.820711,-1.86433,536.96,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MDP1,145553.0,magnesium dependent phosphatase 1,0.0622,0.312929,0.263548,1.86455,147.2,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC105376704,105376704.0,uncharacterized LOC105376704,0.0622,0.312929,-0.579986,-1.86483,26.93,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SHF,90525.0,Src homology 2 domain containing F,0.0622,0.312929,-1.01304,-1.86511,49.62,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MAP1LC3B,81631.0,microtubule associated protein 1 light chain 3 beta,0.0624,0.312929,-0.516277,-1.86366,3795.67,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
USP22,23326.0,ubiquitin specific peptidase 22,0.0622,0.312929,-0.199744,-1.86481,609.63,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PLCG1-AS1,101927117.0,PLCG1 antisense RNA 1,0.0624,0.312929,-0.497093,-1.86358,32.81,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
HBEGF,1839.0,heparin binding EGF like growth factor,0.0625,0.313061,-1.1161,-1.86299,264.58,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PLPP3,8613.0,phospholipid phosphatase 3,0.0626,0.313762,-1.01336,-1.86186,20.81,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RASA2,5922.0,RAS p21 protein activator 2,0.0626,0.313773,-0.339779,-1.8617,343.83,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
IGHJ3P,28478.0,immunoglobulin heavy joining 3P (pseudogene),0.0627,0.313819,0.70618,1.8615,36.74,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TMEM184B,25829.0,transmembrane protein 184B,0.0627,0.313826,-0.200567,-1.86135,700.01,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF594,84622.0,zinc finger protein 594,0.0627,0.314,0.702925,1.86097,41.19,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC100131289,100131289.0,uncharacterized LOC100131289,0.0628,0.314266,-0.452676,-1.86034,27.93,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC729732,729732.0,uncharacterized LOC729732,0.0628,0.314266,-0.780577,-1.86031,19.58,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
STIL,6491.0,STIL centriolar assembly protein,0.0629,0.314367,0.675125,1.86003,15.26,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ATP2B4,493.0,ATPase plasma membrane Ca2+ transporting 4,0.0629,0.314409,0.29244,1.85983,333.97,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
HSD17B1,3292.0,hydroxysteroid 17-beta dehydrogenase 1,0.063,0.314557,0.37242,1.85948,41.35,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF14,7561.0,zinc finger protein 14,0.063,0.314615,-0.900837,-1.85926,215.99,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CD200,4345.0,CD200 molecule,0.063,0.314657,0.550937,1.85906,195.89,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SDHA,6389.0,succinate dehydrogenase complex flavoprotein subunit A,0.0631,0.314854,0.208416,1.85852,5831.31,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ADGRG1,9289.0,adhesion G protein-coupled receptor G1,0.0631,0.314854,0.644669,1.85851,1995.1,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TCEAL4,79921.0,transcription elongation factor A like 4,0.0631,0.314952,-0.405025,-1.85823,216.76,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PYCR3,65263.0,pyrroline-5-carboxylate reductase 3,0.0632,0.315037,0.262221,1.85769,252.99,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PEX11A,8800.0,peroxisomal biogenesis factor 11 alpha,0.0632,0.315037,0.669661,1.8579,28.17,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
IGLV2-23,28813.0,immunoglobulin lambda variable 2-23,0.0632,0.315037,0.755328,1.85782,710.87,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
U2AF2,11338.0,U2 small nuclear RNA auxiliary factor 2,0.0633,0.315194,-0.385467,-1.85733,139.01,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
USP34,9736.0,ubiquitin specific peptidase 34,0.0633,0.315281,-0.270146,-1.85707,409.26,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
FCER2,2208.0,Fc epsilon receptor II,0.0633,0.315316,0.567516,1.85688,1047.7,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TPM2,7169.0,tropomyosin 2,0.0634,0.315542,-0.479964,-1.85643,151.99,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZKSCAN4,387032.0,zinc finger with KRAB and SCAN domains 4,0.0635,0.315735,0.599357,1.85588,135.28,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC107984889,107984889.0,uncharacterized LOC107984889,0.0635,0.315735,0.604379,1.85596,19.87,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
FCRL2,79368.0,Fc receptor like 2,0.0635,0.315798,0.614678,1.85565,305.95,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RPL32,6161.0,ribosomal protein L32,0.0635,0.315813,-0.41696,-1.85543,4007.15,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CDC123,8872.0,cell division cycle 123,0.0635,0.315813,0.190841,1.85535,1363.93,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC105372859,105372859.0,uncharacterized LOC105372859,0.0636,0.315936,0.419293,1.85504,55.4,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PYM1,84305.0,"PYM homolog 1, exon junction complex associated factor",0.0637,0.316353,0.435273,1.85431,529.72,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
GABRR2,2570.0,gamma-aminobutyric acid type A receptor subunit rho2,0.0638,0.31665,1.11084,1.85354,7.84,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SOCS3,9021.0,suppressor of cytokine signaling 3,0.0638,0.31665,-1.41951,-1.85351,1853.02,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RBMX,27316.0,RNA binding motif protein X-linked,0.0638,0.31665,-0.292441,-1.85348,3445.96,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
FCGR1CP,100132417.0,"Fc gamma receptor Ic, pseudogene",0.064,0.317257,0.757262,1.85221,58.96,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
BCL9,607.0,BCL9 transcription coactivator,0.064,0.317257,-0.538145,-1.85217,44.13,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RNF38,152006.0,ring finger protein 38,0.064,0.317257,-0.323709,-1.85244,407.74,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF835,90485.0,zinc finger protein 835,0.064,0.317257,0.688324,1.85207,44.96,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CSNK1D,1453.0,casein kinase 1 delta,0.064,0.317267,-0.452688,-1.85192,3498.91,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TMEM101,84336.0,transmembrane protein 101,0.0641,0.317303,0.405513,1.85173,556.66,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
GMEB1,10691.0,glucocorticoid modulatory element binding protein 1,0.0642,0.317507,-0.218116,-1.85081,391.88,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ARMH1,339541.0,armadillo like helical domain containing 1,0.0643,0.317507,-0.301553,-1.8504,557.03,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PGAP1,80055.0,post-GPI attachment to proteins inositol deacylase 1,0.0642,0.317507,-1.09946,-1.8505,25.09,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SERINC5,256987.0,serine incorporator 5,0.0642,0.317507,-0.488085,-1.85053,241.78,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZPR1,8882.0,ZPR1 zinc finger,0.0643,0.317507,-0.44099,-1.85031,1273.93,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
KLHDC1,122773.0,kelch domain containing 1,0.0642,0.317507,-0.391802,-1.85077,47.73,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
COA3,28958.0,cytochrome c oxidase assembly factor 3,0.0643,0.317507,0.441606,1.8502,969.55,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PPP5D1P,100506012.0,"PPP5 tetratricopeptide repeat domain containing 1, pseudogene",0.0642,0.317507,1.11462,1.85107,12.16,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZMAT1,84460.0,zinc finger matrin-type 1,0.0642,0.317507,-0.409192,-1.8506,85.15,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MCOLN2,255231.0,mucolipin TRP cation channel 2,0.0643,0.317604,0.50366,1.84993,93.3,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TMEM255A,55026.0,transmembrane protein 255A,0.0644,0.317958,-0.709117,-1.84929,23.2,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CHCHD7,79145.0,coiled-coil-helix-coiled-coil-helix domain containing 7,0.0644,0.317974,-0.303789,-1.84914,833.5,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
KIAA0040,9674.0,KIAA0040,0.0645,0.318024,0.485637,1.84879,1127.33,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
B4GALT4,8702.0,"beta-1,4-galactosyltransferase 4",0.0645,0.318024,-0.462221,-1.84891,284.23,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MFSD4A,148808.0,major facilitator superfamily domain containing 4A,0.0647,0.318031,-0.498804,-1.84765,25.68,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ARF4,378.0,ADP ribosylation factor 4,0.0646,0.318031,-0.68663,-1.84782,2134.34,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LINC02035,100129550.0,long intergenic non-protein coding RNA 2035,0.0646,0.318031,-0.667266,-1.84813,10.94,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TECPR1,25851.0,tectonin beta-propeller repeat containing 1,0.0647,0.318031,-0.484012,-1.84716,726.8,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
OR2A9P,441295.0,olfactory receptor family 2 subfamily A member 9 pseudogene,0.0647,0.318031,0.580298,1.84728,43.11,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PNPLA7,375775.0,patatin like phospholipase domain containing 7,0.0647,0.318031,-0.416245,-1.84713,182.37,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RNF34,80196.0,ring finger protein 34,0.0646,0.318031,0.371455,1.84788,975.58,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ARMC5,79798.0,armadillo repeat containing 5,0.0647,0.318031,-0.443124,-1.84726,422.3,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CYLD,1540.0,CYLD lysine 63 deubiquitinase,0.0646,0.318031,-0.433232,-1.84805,2087.46,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
COG4,25839.0,component of oligomeric golgi complex 4,0.0647,0.318031,0.396923,1.84716,2196.26,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
NLE1,54475.0,notchless homolog 1,0.0646,0.318031,-0.340416,-1.84825,177.58,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZBTB7A,51341.0,zinc finger and BTB domain containing 7A,0.0647,0.318031,-0.287204,-1.84767,1011.69,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
EYA3,2140.0,EYA transcriptional coactivator and phosphatase 3,0.0648,0.318367,-0.237441,-1.84648,186.93,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TIGAR,57103.0,TP53 induced glycolysis regulatory phosphatase,0.0648,0.318367,-0.753166,-1.84638,399.44,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ETNK2,55224.0,ethanolamine kinase 2,0.0649,0.318433,-0.848539,-1.84588,75.02,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
WAKMAR2,100130476.0,wound and keratinocyte migration associated lncRNA 2,0.0649,0.318433,-0.438978,-1.84604,119.97,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CNIH1,10175.0,cornichon family AMPA receptor auxiliary protein 1,0.0649,0.318433,-0.499441,-1.84588,548.34,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MAST2,23139.0,microtubule associated serine/threonine kinase 2,0.065,0.318498,0.261461,1.84551,178.97,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MPST,4357.0,mercaptopyruvate sulfurtransferase,0.065,0.318498,0.326271,1.84556,476.84,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
YY1AP1,55249.0,YY1 associated protein 1,0.065,0.318632,-0.222017,-1.84519,1512.6,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
GSTM2,2946.0,glutathione S-transferase mu 2,0.0651,0.318743,-0.570963,-1.84488,449.96,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CHPT1,56994.0,choline phosphotransferase 1,0.0651,0.318743,-0.268684,-1.84462,769.32,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC100129697,100129697.0,uncharacterized LOC100129697,0.0651,0.318743,0.541842,1.84469,28.19,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
AKAP9,10142.0,A-kinase anchoring protein 9,0.0651,0.318805,-0.254275,-1.8444,674.87,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CHMP2B,25978.0,charged multivesicular body protein 2B,0.0652,0.318862,-0.466194,-1.84406,650.57,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ADAT3,113179.0,adenosine deaminase tRNA specific 3,0.0652,0.318862,-0.789252,-1.84391,140.46,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF433,163059.0,zinc finger protein 433,0.0652,0.318862,-0.543796,-1.84404,42.51,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF507,22847.0,zinc finger protein 507,0.0653,0.319043,-0.478569,-1.84352,114.07,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
FLT4,2324.0,fms related receptor tyrosine kinase 4,0.0653,0.319201,-0.734124,-1.84308,97.7,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
AFG1L,246269.0,AFG1 like ATPase,0.0653,0.319201,0.471241,1.84302,29.92,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TRGJP1,6971.0,T cell receptor gamma joining P1,0.0654,0.319423,0.619301,1.84251,13.8,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZFAND5,7763.0,zinc finger AN1-type containing 5,0.0654,0.319423,-0.601336,-1.84244,3821.9,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
DAG1,1605.0,dystroglycan 1,0.0655,0.319818,-0.437817,-1.84165,134.99,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PGBD3,267004.0,piggyBac transposable element derived 3,0.0655,0.319818,-0.487056,-1.84161,40.19,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PKN2,5586.0,protein kinase N2,0.0656,0.319915,-0.415808,-1.84134,176.82,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
AGO3,192669.0,argonaute RISC catalytic component 3,0.0657,0.320021,-0.282227,-1.84077,218.31,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PIGM,93183.0,phosphatidylinositol glycan anchor biosynthesis class M,0.0656,0.320021,0.374128,1.84087,334.28,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CPEB4,80315.0,cytoplasmic polyadenylation element binding protein 4,0.0657,0.320021,-0.408806,-1.84071,90.72,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
GFPT2,9945.0,glutamine-fructose-6-phosphate transaminase 2,0.0657,0.320021,-1.54914,-1.84064,30.22,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TEX2,55852.0,testis expressed 2,0.0657,0.320158,-0.247079,-1.84031,240.24,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PYGM,5837.0,"glycogen phosphorylase, muscle associated",0.0658,0.320224,-0.602983,-1.84008,42.92,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
REST,5978.0,RE1 silencing transcription factor,0.0658,0.32028,-0.220423,-1.83987,1745.69,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
POLH,5429.0,DNA polymerase eta,0.0658,0.320476,0.248533,1.83946,387.04,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CENPC,1060.0,centromere protein C,0.0659,0.320686,-0.548832,-1.83884,392.56,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
