ingested_at,is_blood_sample
2026-04-20T01:05:44.629065+00:00,False
2026-04-20T01:05:44.629065+00:00,False
2026-04-20T01:05:44.629065+00:00,False
2026-04-20T01:05:44.629065+00:00,False
