symbol,geneid,description,pvalue,padj,log2foldchange,stat,basemean,ingested_at,bronze_source_file,series_id,gb_acc,neg_log10_pvalue,dataset_id
CDK5R1,8851,cyclin dependent kinase 5 regulatory subunit 1,0.00034,0.0294956,-1.12341,-3.58308,182.22,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.53,NOS0001
THRB,7068,thyroid hormone receptor beta,0.000344,0.0295202,1.60005,3.57973,55.52,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.53,NOS0001
PHLDA1,22822,pleckstrin homology like domain family A member 1,0.000345,0.0295202,-3.38859,-3.57864,401.53,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.53,NOS0001
HSD11B1,3290,hydroxysteroid 11-beta dehydrogenase 1,0.000361,0.0295528,2.24479,3.56739,9.23,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.529,NOS0001
SLC16A10,117247,solute carrier family 16 member 10,0.000357,0.0295528,-1.52687,-3.56969,60.32,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.529,NOS0001
RGCC,28984,regulator of cell cycle,0.000352,0.0295528,-3.29154,-3.57397,4227.34,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.529,NOS0001
CDH20,28316,cadherin 20,0.000353,0.0295528,1.8694,3.57301,13.27,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.529,NOS0001
OSM,5008,oncostatin M,0.000358,0.0295528,-4.04146,-3.5692,1779.03,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.529,NOS0001
DUSP8,1850,dual specificity phosphatase 8,0.000373,0.0300983,-3.61799,-3.55858,133.14,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.521,NOS0001
GP1BB,2812,glycoprotein Ib platelet subunit beta,0.000372,0.0300983,1.74452,3.55903,1003.11,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.521,NOS0001
GMPR,2766,guanosine monophosphate reductase,0.000386,0.0303864,1.43155,3.54934,449.29,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.517,NOS0001
IGHV3-22,28443,immunoglobulin heavy variable 3-22 (pseudogene),0.000388,0.0303864,1.50666,3.54822,26.36,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.517,NOS0001
ZNF331,55422,zinc finger protein 331,0.000384,0.0303864,-2.88416,-3.55096,2613.45,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.517,NOS0001
KRT5,3852,keratin 5,0.000393,0.0306115,-1.57165,-3.54499,54.2,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.514,NOS0001
TSPYL2,64061,TSPY like 2,0.000398,0.0307641,-1.44374,-3.54123,936.23,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.512,NOS0001
CPNE5,57699,copine 5,0.000401,0.0308321,1.31163,3.53926,649.17,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.511,NOS0001
PRKAR2B,5577,protein kinase cAMP-dependent type II regulatory subunit beta,0.000413,0.0311264,1.5048,3.53172,813.88,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.507,NOS0001
SEPT5-GP1BB,100526833,SEPT5-GP1BB readthrough,0.000411,0.0311264,1.76247,3.53283,1344.67,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.507,NOS0001
MYLK-AS1,100506826,MYLK antisense RNA 1,0.000421,0.0315846,1.25797,3.52661,88.95,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.501,NOS0001
TAL1,6886,"TAL bHLH transcription factor 1, erythroid differentiation factor",0.000431,0.0316118,1.438,3.52023,76.46,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.5,NOS0001
NKD1,85407,NKD inhibitor of WNT signaling pathway 1,0.00043,0.0316118,-2.04675,-3.52081,25.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.5,NOS0001
GP1BA,2811,glycoprotein Ib platelet subunit alpha,0.000429,0.0316118,1.46676,3.52136,154.35,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.5,NOS0001
THBD,7056,thrombomodulin,0.000431,0.0316118,-3.3777,-3.52025,671.4,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.5,NOS0001
JMY,133746,"junction mediating and regulatory protein, p53 cofactor",0.000437,0.0319149,-1.84208,-3.51649,428.0,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.496,NOS0001
IGKV1-39,28930,immunoglobulin kappa variable 1-39,0.000446,0.0320673,1.61391,3.51153,1324.13,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.494,NOS0001
SBDS,51119,SBDS ribosome maturation factor,0.000447,0.0320673,-1.30514,-3.51041,1888.0,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.494,NOS0001
IGLV3-13,28801,immunoglobulin lambda variable 3-13 (pseudogene),0.000442,0.0320673,1.79743,3.51347,17.44,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.494,NOS0001
NR4A3,8013,nuclear receptor subfamily 4 group A member 3,0.000454,0.0321387,-4.86151,-3.50627,202.48,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.493,NOS0001
LDLR,3949,low density lipoprotein receptor,0.000453,0.0321387,-1.77511,-3.50712,843.37,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.493,NOS0001
IGLV1-50,28821,immunoglobulin lambda variable 1-50 (non-functional),0.000451,0.0321387,2.07332,3.508,53.03,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.493,NOS0001
GP9,2815,glycoprotein IX platelet,0.000466,0.0325276,1.58685,3.49942,865.85,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.488,NOS0001
FCAR,2204,Fc alpha receptor,0.000466,0.0325276,-2.35998,-3.49951,2290.58,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.488,NOS0001
F2R,2149,coagulation factor II thrombin receptor,0.000476,0.0325651,1.02743,3.49381,380.64,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
SC5D,6309,sterol-C5-desaturase,0.000473,0.0325651,-3.03274,-3.4955,570.26,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
NT5M,56953,"5',3'-nucleotidase, mitochondrial",0.000477,0.0325651,1.67917,3.49348,251.77,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
MISP3,113230,MISP family member 3,0.000472,0.0325651,1.29312,3.49637,47.09,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
ETV3,2117,ETS variant transcription factor 3,0.000495,0.0325997,-1.9723,-3.48339,283.85,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
IGKV1D-39,28893,immunoglobulin kappa variable 1D-39,0.000496,0.0325997,1.72943,3.4831,559.25,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
TSC22D2,9819,TSC22 domain family member 2,0.00049,0.0325997,-1.4954,-3.48619,415.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
CXCL2,2920,C-X-C motif chemokine ligand 2,0.00049,0.0325997,-3.80892,-3.48618,289.99,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
H2BC17,8348,H2B clustered histone 17,0.000495,0.0325997,1.96352,3.48336,15.37,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
CETP,1071,cholesteryl ester transfer protein,0.000493,0.0325997,1.58918,3.48474,39.99,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
ADNP2,22850,ADNP homeobox 2,0.00049,0.0325997,-1.3189,-3.48596,215.32,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.487,NOS0001
SPEG,10290,striated muscle enriched protein kinase,0.00051,0.0329825,-1.31038,-3.47534,21.46,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.482,NOS0001
TNNT3,7140,"troponin T3, fast skeletal type",0.000507,0.0329825,-1.06355,-3.47699,47.08,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.482,NOS0001
NRGN,4900,neurogranin,0.00051,0.0329825,1.66234,3.47527,894.57,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.482,NOS0001
ASTL,431705,astacin like metalloendopeptidase,0.00052,0.0333166,-3.44634,-3.4701,116.33,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.477,NOS0001
NRIP3,56675,nuclear receptor interacting protein 3,0.000521,0.0333166,-4.19614,-3.46966,151.29,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.477,NOS0001
LOC102723407,102723407,immunoglobulin heavy variable 4-38-2-like,0.000524,0.0333477,1.86031,3.46796,285.29,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.477,NOS0001
SHB,6461,SH2 domain containing adaptor protein B,0.000529,0.0333654,-2.12057,-3.46569,31.06,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.477,NOS0001
ALOX12,239,"arachidonate 12-lipoxygenase, 12S type",0.00053,0.0333654,1.15452,3.465,683.05,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.477,NOS0001
NR4A2,4929,nuclear receptor subfamily 4 group A member 2,0.000539,0.0334744,-3.53582,-3.46064,3373.98,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.475,NOS0001
EOMES,8320,eomesodermin,0.00054,0.0334744,1.19383,3.46021,696.69,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.475,NOS0001
AHR,196,aryl hydrocarbon receptor,0.000537,0.0334744,-1.11669,-3.46146,402.97,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.475,NOS0001
MACROD2,140733,mono-ADP ribosylhydrolase 2,0.00054,0.0334744,1.37324,3.45991,14.4,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.475,NOS0001
LINC02284,102723699,long intergenic non-protein coding RNA 2284,0.000546,0.0337104,1.90444,3.45698,44.75,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.472,NOS0001
RRM2,6241,ribonucleotide reductase regulatory subunit M2,0.000553,0.0337784,1.68987,3.45357,143.35,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.471,NOS0001
PPIF,10105,peptidylprolyl isomerase F,0.000552,0.0337784,-2.40278,-3.45413,2533.97,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.471,NOS0001
RGS6,9628,regulator of G protein signaling 6,0.000556,0.0337784,1.48833,3.4523,88.1,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.471,NOS0001
ZBTB21,49854,zinc finger and BTB domain containing 21,0.000554,0.0337784,-1.74896,-3.45328,121.8,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.471,NOS0001
ERRFI1,54206,ERBB receptor feedback inhibitor 1,0.000568,0.0339862,-3.18003,-3.4465,48.37,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.469,NOS0001
ASAP2,8853,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",0.00058,0.0339862,1.44335,3.44085,41.44,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.469,NOS0001
ANXA3,306,annexin A3,0.000572,0.0339862,1.34689,3.44452,11.21,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.469,NOS0001
MMP19,4327,matrix metallopeptidase 19,0.000578,0.0339862,-2.73248,-3.44153,189.85,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.469,NOS0001
SDS,10993,serine dehydratase,0.000582,0.0339862,-2.73095,-3.44007,47.06,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.469,NOS0001
SNAPC1,6617,small nuclear RNA activating complex polypeptide 1,0.000575,0.0339862,-2.04604,-3.44313,261.96,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.469,NOS0001
AURKB,9212,aurora kinase B,0.000571,0.0339862,1.63479,3.44519,59.61,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.469,NOS0001
MMP9,4318,matrix metallopeptidase 9,0.000574,0.0339862,-3.33501,-3.44338,103.47,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.469,NOS0001
CDCA7,83879,cell division cycle associated 7,0.000594,0.0344114,1.03429,3.43424,65.03,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.463,NOS0001
EGF,1950,epidermal growth factor,0.000593,0.0344114,2.03597,3.43482,54.13,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.463,NOS0001
SDC3,9672,syndecan 3,0.000616,0.0350375,1.10601,3.42447,25.54,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.455,NOS0001
GRHL1,29841,grainyhead like transcription factor 1,0.000628,0.03549,1.11329,3.41905,45.95,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.45,NOS0001
PCSK6,5046,proprotein convertase subtilisin/kexin type 6,0.00065,0.0365945,1.94104,3.40974,305.89,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.437,NOS0001
TUBB6,84617,tubulin beta 6 class V,0.000668,0.0372111,-1.72217,-3.40231,1029.6,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.429,NOS0001
TNFAIP6,7130,TNF alpha induced protein 6,0.000678,0.0375739,-3.14806,-3.39822,93.24,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.425,NOS0001
NAB2,4665,NGFI-A binding protein 2,0.000679,0.0375739,-1.13849,-3.39776,165.71,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.425,NOS0001
SH3BP4,23677,SH3 domain binding protein 4,0.000696,0.0378197,-1.52404,-3.39128,70.52,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.422,NOS0001
PHLDA2,7262,pleckstrin homology like domain family A member 2,0.000692,0.0378197,-3.01055,-3.39288,141.0,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.422,NOS0001
CXADR,1525,CXADR Ig-like cell adhesion molecule,0.000695,0.0378197,-1.77613,-3.39168,49.09,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.422,NOS0001
LY6G6F-LY6G6D,110599563,LY6G6F-LY6G6D readthrough,0.000707,0.0382833,1.78114,3.38701,158.57,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.417,NOS0001
PBX1,5087,PBX homeobox 1,0.000738,0.0385311,1.38915,3.37491,42.09,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
LAMB3,3914,laminin subunit beta 3,0.00076,0.0385311,-4.07861,-3.3668,122.17,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
GCNT4,51301,glucosaminyl (N-acetyl) transferase 4,0.000716,0.0385311,-1.59201,-3.38349,58.25,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
LY6G6F,259215,lymphocyte antigen 6 family member G6F,0.000752,0.0385311,1.78102,3.36972,169.49,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
NAMPT,10135,nicotinamide phosphoribosyltransferase,0.000753,0.0385311,-2.82685,-3.3697,2571.15,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
MIR6843,102465508,microRNA 6843,0.000729,0.0385311,1.6558,3.37826,157.52,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
RND1,27289,Rho family GTPase 1,0.000734,0.0385311,-3.27058,-3.37638,64.26,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
SLC8A3,6547,solute carrier family 8 member A3,0.000762,0.0385311,1.94111,3.36631,9.75,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
MAPK6,5597,mitogen-activated protein kinase 6,0.00072,0.0385311,-1.74832,-3.38177,280.31,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
VASN,114990,vasorin,0.000752,0.0385311,-2.71321,-3.36996,40.91,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
RBM11,54033,RNA binding motif protein 11,0.00076,0.0385311,-1.46377,-3.36695,21.2,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
SEPTIN5,5413,septin 5,0.000748,0.0385311,1.81362,3.37139,343.16,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
SCML1,6322,Scm polycomb group protein like 1,0.000737,0.0385311,-1.46249,-3.37529,191.62,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.414,NOS0001
IGLV1-51,28820,immunoglobulin lambda variable 1-51,0.000774,0.0387658,1.85639,3.36203,513.54,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.412,NOS0001
MAFF,23764,MAF bZIP transcription factor F,0.000773,0.0387658,-2.42742,-3.36229,368.79,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.412,NOS0001
SLC25A33,84275,solute carrier family 25 member 33,0.000795,0.0392207,-1.5013,-3.35439,463.3,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.406,NOS0001
KIF20A,10112,kinesin family member 20A,0.000794,0.0392207,2.10557,3.35488,25.55,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.406,NOS0001
HEAT2,113633881,HEart disease Associated Transcript 2,0.000788,0.0392207,1.55119,3.35708,25.2,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.406,NOS0001
LOC107984905,107984905,,0.000793,0.0392207,1.99603,3.35516,14.91,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.406,NOS0001
GADD45B,4616,growth arrest and DNA damage inducible beta,0.000798,0.0392207,-1.9155,-3.35365,3536.95,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.406,NOS0001
CABP5,56344,calcium binding protein 5,0.000793,0.0392207,1.85079,3.35517,113.1,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.406,NOS0001
IGHV3-23,28442,immunoglobulin heavy variable 3-23,0.000817,0.0398659,1.40318,3.3471,1925.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.399,NOS0001
DDX11L9,100288486,DEAD/H-box helicase 11 like 9 (pseudogene),0.000826,0.0398659,1.56735,3.34407,104.51,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.399,NOS0001
SMAD7,4092,SMAD family member 7,0.000823,0.0398659,-2.80411,-3.34481,636.57,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.399,NOS0001
LZTS3,9762,leucine zipper tumor suppressor family member 3,0.000819,0.0398659,-1.47851,-3.34645,59.53,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.399,NOS0001
LANCL3,347404,LanC like family member 3,0.00083,0.0399539,1.3341,3.34262,22.93,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.398,NOS0001
IGHV1-18,28468,immunoglobulin heavy variable 1-18,0.000835,0.0400978,1.50674,3.34078,423.8,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.397,NOS0001
TMEM40,55287,transmembrane protein 40,0.000841,0.0401405,1.43645,3.33883,311.88,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.396,NOS0001
CLDN5,7122,claudin 5,0.000839,0.0401405,1.3952,3.33963,579.78,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.396,NOS0001
E2F2,1870,E2F transcription factor 2,0.000868,0.0407564,1.04638,3.33005,58.98,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.39,NOS0001
LINC00853,100874253,long intergenic non-protein coding RNA 853,0.000858,0.0407564,2.02065,3.33324,27.33,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.39,NOS0001
RAPH1,65059,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,0.000863,0.0407564,-2.46735,-3.33188,47.36,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.39,NOS0001
ELOVL7,79993,ELOVL fatty acid elongase 7,0.00087,0.0407564,1.51917,3.32965,69.33,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.39,NOS0001
AQP10,89872,aquaporin 10,0.00088,0.0410224,1.62468,3.32621,106.61,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.387,NOS0001
METRNL,284207,"meteorin like, glial cell differentiation regulator",0.000886,0.0411458,-1.90328,-3.32456,827.88,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.386,NOS0001
IGHV2-26,28455,immunoglobulin heavy variable 2-26,0.000889,0.0411636,1.42125,3.32363,74.14,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.385,NOS0001
BCL3,602,BCL3 transcription coactivator,0.000895,0.0413578,-1.75767,-3.3215,1645.12,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.383,NOS0001
PIGA,5277,phosphatidylinositol glycan anchor biosynthesis class A,0.000898,0.0413578,-1.48827,-3.32071,156.68,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.383,NOS0001
KLF9,687,KLF transcription factor 9,0.000908,0.0415697,-1.36698,-3.31767,108.72,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.381,NOS0001
LTBP1,4052,latent transforming growth factor beta binding protein 1,0.000927,0.0419436,1.62708,3.31169,270.37,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.377,NOS0001
TRIM69,140691,tripartite motif containing 69,0.000927,0.0419436,1.01465,3.31168,30.77,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.377,NOS0001
LGALSL,29094,galectin like,0.000951,0.0428079,1.1677,3.30469,76.0,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.368,NOS0001
EMP1,2012,epithelial membrane protein 1,0.000961,0.0431562,-2.98178,-3.30163,238.61,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.365,NOS0001
CXCR2P1,3580,C-X-C motif chemokine receptor 2 pseudogene 1,0.000972,0.0434038,1.07531,3.29864,1303.86,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.362,NOS0001
IGHV5-51,28388,immunoglobulin heavy variable 5-51,0.000972,0.0434038,1.18867,3.29845,420.98,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.362,NOS0001
IRF2BP2,359948,interferon regulatory factor 2 binding protein 2,0.000997,0.0442712,-1.28417,-3.29133,1972.41,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.354,NOS0001
PFKFB3,5209,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",0.00101,0.0445667,-1.86792,-3.28789,819.18,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.351,NOS0001
PHLDB1,23187,pleckstrin homology like domain family B member 1,0.00102,0.044678,-2.77118,-3.28487,39.75,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.35,NOS0001
DNAJB7,150353,DnaJ heat shock protein family (Hsp40) member B7,0.00102,0.044678,-1.05959,-3.28561,17.3,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.35,NOS0001
XK,7504,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",0.00101,0.044678,1.45322,3.28637,30.63,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.35,NOS0001
H2BC4,8347,H2B clustered histone 4,0.00102,0.044716,1.09207,3.28386,119.81,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.35,NOS0001
GSDMA,284110,gasdermin A,0.00104,0.0453039,2.07614,3.2794,16.28,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.344,NOS0001
C2orf74-DT,339803,C2orf74 divergent transcript,0.00104,0.0453674,1.17809,3.27824,22.38,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.343,NOS0001
CSRNP1,64651,cysteine and serine rich nuclear protein 1,0.00108,0.046602,-2.4602,-3.26836,3053.54,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.332,NOS0001
TROAP,10024,trophinin associated protein,0.00109,0.0466959,1.54494,3.26703,19.0,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.331,NOS0001
PLAUR,5329,"plasminogen activator, urokinase receptor",0.00111,0.0473075,-2.29529,-3.26172,9126.69,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.325,NOS0001
TRAPPC3L,100128327,trafficking protein particle complex subunit 3L,0.00112,0.0474103,1.51442,3.25865,46.91,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.324,NOS0001
SELP,6403,selectin P,0.00113,0.0474116,1.37716,3.25608,545.14,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.324,NOS0001
CCNB2,9133,cyclin B2,0.00113,0.0474116,1.95963,3.25651,51.3,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.324,NOS0001
