experiment_accession,experiment_type,species,gene_id,gene_name,comparison_label,expression_value,expression_value_numeric,source_url,ingested_at
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000143556,S100A7,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,6.44722581386529e-07,6.44722581386529e-07,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000143819,EPHX1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.3,-1.3,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000143819,EPHX1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,3.7823381634851794e-30,3.7823381634851794e-30,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000144712,CAND2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.3,-1.3,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000144712,CAND2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,1.34099754199005e-07,1.34099754199005e-07,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000144802,NFKBIZ,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.1,1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000144802,NFKBIZ,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,2.9921208689962697e-29,2.9921208689962697e-29,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000145824,CXCL14,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.3,-1.3,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000145824,CXCL14,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,9.52219158069522e-06,9.52219158069522e-06,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000146592,CREB5,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.1,1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000146592,CREB5,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,7.0526805378765e-06,7.0526805378765e-06,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000149021,SCGB1A1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.1,-1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000149021,SCGB1A1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,5.79620199250308e-12,5.79620199250308e-12,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000149591,TAGLN,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.1,1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000149591,TAGLN,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,6.74540403352542e-05,6.74540403352542e-05,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000151632,AKR1C2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-2.1,-2.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000151632,AKR1C2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,5.21191831449002e-54,5.21191831449002e-54,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000151651,ADAM8,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.1,1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000151651,ADAM8,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,3.75482631369721e-16,3.75482631369721e-16,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000151882,CCL28,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.5,1.5,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000151882,CCL28,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,1.36210934611165e-27,1.36210934611165e-27,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000152503,TRIM36,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.1,1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000152503,TRIM36,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,5.34032437050948e-05,5.34032437050948e-05,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000152766,ANKRD22,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.5,1.5,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000152766,ANKRD22,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,6.897718544446039e-11,6.897718544446039e-11,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000154188,ANGPT1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.2,-1.2,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000154188,ANGPT1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,0.00010947297262287,0.00010947297262287,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000154451,GBP5,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.4,1.4,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000154451,GBP5,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,1.58899059162284e-08,1.58899059162284e-08,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000155918,RAET1L,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,2.0,2.0,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000155918,RAET1L,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,2.72643865090651e-27,2.72643865090651e-27,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000156804,FBXO32,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.2,-1.2,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000156804,FBXO32,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,6.319509023719451e-25,6.319509023719451e-25,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000159450,TCHH,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.4,-1.4,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000159450,TCHH,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,1.0969304352713e-07,1.0969304352713e-07,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000159784,FAM131B,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.2,-1.2,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000159784,FAM131B,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,4.8007374638241105e-09,4.8007374638241105e-09,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000161896,IP6K3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.2,-1.2,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000161896,IP6K3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,0.000109694946578357,0.000109694946578357,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000162551,ALPL,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.8,1.8,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000162551,ALPL,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,1.63544674980094e-14,1.63544674980094e-14,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163121,NEURL3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.2,-1.2,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163121,NEURL3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,3.03343478178805e-13,3.03343478178805e-13,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163207,IVL,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.4,1.4,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163207,IVL,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,4.2039601982470603e-20,4.2039601982470603e-20,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163209,SPRR3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.3,1.3,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163209,SPRR3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,5.79864562581368e-06,5.79864562581368e-06,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163216,SPRR2D,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,3.6,3.6,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163216,SPRR2D,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,0.0,0.0,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163218,PGLYRP4,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.5,1.5,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163218,PGLYRP4,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,9.30381156468425e-22,9.30381156468425e-22,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163220,S100A9,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.5,1.5,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000163220,S100A9,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,4.05996272675888e-27,4.05996272675888e-27,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
