experiment_accession,experiment_type,species,gene_id,gene_name,comparison_label,expression_value,expression_value_numeric,source_url,ingested_at
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000004799,PDK4,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.7,-1.7,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000004799,PDK4,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,7.6071656036548e-22,7.6071656036548e-22,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000005249,PRKAR2B,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.2,-1.2,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000005249,PRKAR2B,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,8.73608680205859e-05,8.73608680205859e-05,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000006747,SCIN,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.1,-1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000006747,SCIN,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,1.82436365230845e-05,1.82436365230845e-05,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000011422,PLAUR,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.1,1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000011422,PLAUR,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,3.7560912864127e-17,3.7560912864127e-17,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000011465,DCN,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.3,-1.3,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000011465,DCN,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,2.46909406934762e-06,2.46909406934762e-06,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000016391,CHDH,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.1,-1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000016391,CHDH,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,3.72376946110551e-05,3.72376946110551e-05,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000027869,SH2D2A,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.1,1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000027869,SH2D2A,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,0.000263963144522514,0.000263963144522514,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000029534,ANK1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.9,-1.9,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000029534,ANK1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,5.41727384689249e-31,5.41727384689249e-31,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000049249,TNFRSF9,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.2,1.2,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000049249,TNFRSF9,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,0.000165684526099217,0.000165684526099217,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000054654,SYNE2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.2,-1.2,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000054654,SYNE2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,4.8748195059800003e-17,4.8748195059800003e-17,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000069702,TGFBR3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.1,-1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000069702,TGFBR3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,8.64049573104302e-05,8.64049573104302e-05,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000070190,DAPP1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.4,1.4,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000070190,DAPP1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,2.95772662326808e-29,2.95772662326808e-29,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000073910,FRY,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.3,-1.3,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000073910,FRY,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,6.28357584668721e-06,6.28357584668721e-06,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000078725,BRINP1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.1,-1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000078725,BRINP1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,2.74081033238886e-09,2.74081033238886e-09,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000079215,SLC1A3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.1,-1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000079215,SLC1A3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,2.26950825873014e-09,2.26950825873014e-09,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000079257,LXN,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.2,-1.2,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000079257,LXN,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,5.40577797926278e-14,5.40577797926278e-14,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000086570,FAT2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.1,-1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000086570,FAT2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,3.9431180303199e-12,3.9431180303199e-12,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000087076,HSD17B14,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.1,-1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000087076,HSD17B14,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,4.00635948036133e-08,4.00635948036133e-08,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000087086,FTL,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.1,-1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000087086,FTL,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,4.18495419883135e-13,4.18495419883135e-13,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000087128,TMPRSS11E,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.7,1.7,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000087128,TMPRSS11E,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,2.7259451907344402e-14,2.7259451907344402e-14,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000092621,PHGDH,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.3,1.3,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000092621,PHGDH,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,7.272438569600691e-10,7.272438569600691e-10,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000093134,VNN3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.6,1.6,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000093134,VNN3,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,1.7233821451791298e-18,1.7233821451791298e-18,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000094963,FMO2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.3,-1.3,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000094963,FMO2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,2.06634683082076e-14,2.06634683082076e-14,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000095303,PTGS1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.2,-1.2,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000095303,PTGS1,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,4.24013715039048e-05,4.24013715039048e-05,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000095970,TREM2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,-1.1,-1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000095970,TREM2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,1.71556584539767e-09,1.71556584539767e-09,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000100867,DHRS2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.1,1.1,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000100867,DHRS2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue,0.000161200609334431,0.000161200609334431,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
E-GEOD-153970,rnaseq_mrna_differential,Homo sapiens,ENSG00000100889,PCK2,'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange,1.4,1.4,https://www.ebi.ac.uk/gxa/experiments-content/E-GEOD-153970/download/RNASEQ_MRNA_DIFFERENTIAL?geneQuery=%5B%5D&unit=FOLD_CHANGE&cutoff=0.05&heatmapMatrixSize=50&selectedColumnIds=&type=RNASEQ_MRNA_DIFFERENTIAL,2026-04-21T13:51:33.768681+00:00
