symbol,geneid,description,pvalue,padj,log2foldchange,stat,basemean,ingested_at,bronze_source_file,series_id,gb_acc,neg_log10_pvalue,dataset_id,input_geneid,input_symbol,target_id,approved_symbol,disease_id,disease_name,score_cancer_biomarkers,score_cancer_gene_census,score_clingen,score_clinical_precedence,score_crispr,score_crispr_screen,score_europepmc,score_eva,score_eva_somatic,score_expression_atlas,score_gene2phenotype,score_gene_burden,score_genomics_england,score_gwas_credible_sets,score_impc,score_intogen,score_orphanet,score_reactome,score_uniprot_literature,score_uniprot_variants
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0005575,colorectal cancer,,,,,,,0.1663574668159962,0.839540167981952,,,,,,,,,,,0.607930797611621,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0005835,Lynch syndrome,,,0.0060793079761162,,,,0.190970918640653,0.8448630921109893,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_1001512,endometrial carcinoma,,,,,,,0.0993595340829793,0.8313809491978322,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0008170,ovarian cancer,,,,,,,0.1113914977857093,0.6246629574449972,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0011962,endometrial cancer,,,,,,,0.1935110242768276,0.547137717850459,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_1001950,colon carcinoma,,,,,,,,,0.547137717850459,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_0004266,primary ovarian insufficiency,,,,,,,,0.4377101742803672,,,,,,,0.5190669692188405,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,HP_0000924,Abnormality of the skeletal system,,,,,,,,,,,,,,0.285285832428032,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_0001645,coronary artery disease,,,,,,,,,,,,,,0.2691185226588975,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,HP_0020083,Furuncle,,,,,,,,,,,,,,0.2614742573306638,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_0005422,skin aging,,,,,,,,,,,,,,0.2466351319175372,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_1000674,carbuncle,,,,,,,,,,,,,,0.2315363610346089,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_0003030,abscess,,,,,,,,,,,,,,0.2315363610346089,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_0000616,neoplasm,,,,,,,0.2410490108188498,0.1945378552357187,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0015356,hereditary neoplastic syndrome,,,,,,,0.0243172319044648,0.1975775092237768,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_0022911,hereditary cancer,,,,,,,0.0182379239283486,0.1975775092237768,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,Orphanet_140162,Inherited cancer-predisposing syndrome,,,,,,,,0.1975775092237768,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_0000305,breast carcinoma,,,,,,,,0.1945378552357187,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,Orphanet_227535,Hereditary breast cancer,,,,,,,,0.1945378552357187,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0016419,hereditary breast carcinoma,,,,,,,,0.1945378552357187,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_0000701,skin disease,,,,,,,,,,,,,,0.1849399549086041,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_0000279,azoospermia,,,,,,,0.2794168154589213,,,,,,,,0.7891915067883563,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,Orphanet_404469,Female infertility due to fertilization defect,,,,,,,,,,,,,,,0.8242422854076311,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,Orphanet_400008,Rare genetic female infertility,,,,,,,,,,,,,,,0.7057907690604917,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_0009959,diverticular disease,,,,,,,,,,,,,,0.1407122452501463,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0015607,partial chromosome Y deletion,,,,,,,,,,,,,,,0.7022618152151893,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0859521,oocyte maturation defect 14,,,,,,,,,,,,,,,0.6982389175968273,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0020837,oocyte maturation defect 5,,,,,,,,,,,,,,,0.6982389175968273,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0044626,female infertility due to oocyte meiotic arrest,,,,,,,,,,,,,,,0.6743320389807504,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_1001951,colorectal carcinoma,,,,,,,0.6651341506089201,,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0007739,Huntington disease,,,,,,,0.6581171865762077,,,,,,,,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_1000298,Hydatidiform Mole,,,,,,,,,,,,,,,0.6571731922181624,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0859330,oocyte maturation defect 13,,,,,,,,,,,,,,,0.6483277991129134,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0957961,oocyte/zygote/embryo maturation arrest 21,,,,,,,,,,,,,,,0.6483277991129134,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030523,oocyte maturation defect 12,,,,,,,,,,,,,,,0.6407894572225291,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,Orphanet_399786,Male infertility with spermatogenesis disorder due to single gene mutation,,,,,,,,,,,,,,,0.6404550952838428,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030439,spermatogenic failure 57,,,,,,,,,,,,,,,0.6243753256870155,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030869,spermatogenic failure 50,,,,,,,,,,,,,,,0.6235242225703591,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0957231,oocyte/zygote/embryo maturation arrest 19,,,,,,,,,,,,,,,0.6143748640663043,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030490,oocyte maturation defect 11,,,,,,,,,,,,,,,0.6143748640663043,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0014342,female infertility due to zona pellucida defect,,,,,,,,,,,,,,,0.6143748640663043,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0021574,oocyte maturation defect 3,,,,,,,,,,,,,,,0.6143748640663043,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0032810,oocyte maturation defect 7,,,,,,,,,,,,,,,0.6143748640663043,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0032696,oocyte maturation defect 6,,,,,,,,,,,,,,,0.6143748640663043,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0957230,oocyte/zygote/embryo maturation arrest 18,,,,,,,,,,,,,,,0.6143748640663043,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0054729,spermatogenic failure 25,,,,,,,,,,,,,,,0.6142836744466624,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0957821,spermatogenic failure 88,,,,,,,,,,,,,,,0.6111224342990821,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030507,spermatogenic failure 61,,,,,,,,,,,,,,,0.6111224342990821,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030508,spermatogenic failure 62,,,,,,,,,,,,,,,0.6111224342990821,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030492,spermatogenic failure 59,,,,,,,,,,,,,,,0.6104385121517689,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030818,spermatogenic failure 73,,,,,,,,,,,,,,,0.6104385121517689,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030972,spermatogenic failure 74,,,,,,,,,,,,,,,0.6104385121517689,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030493,spermatogenic failure 60,,,,,,,,,,,,,,,0.6104385121517689,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0010647,"spermatogenic failure, X-linked, 2",,,,,,,,,,,,,,,0.60107637786855,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030787,spermatogenic failure 71,,,,,,,,,,,,,,,0.5995261543346404,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030846,spermatogenic failure 48,,,,,,,,,,,,,,,0.597778353291507,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0033565,oocyte maturation defect 9,,,,,,,,,,,,,,,0.591288692027003,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_1000954,habitual abortion,,,,,,,,,,,,,,,0.5763183961358167,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0054727,spermatogenic failure 23,,,,,,,,,,,,,,,0.5763183961358167,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030938,spermatogenic failure 52,,,,,,,,,,,,,,,0.5763183961358167,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0020304,isochromosomy Yp,,,,,,,,,,,,,,,0.573977862565012,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030515,spermatogenic failure 63,,,,,,,,,,,,,,,0.5737346902459673,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0957594,spermatogenic failure 87,,,,,,,,,,,,,,,0.5735523110066838,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0020852,spermatogenic failure 31,,,,,,,,,,,,,,,0.5735523110066838,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030989,spermatogenic failure 53,,,,,,,,,,,,,,,0.5735523110066838,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0054730,spermatogenic failure 26,,,,,,,,,,,,,,,0.5735523110066838,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0011720,spermatogenic failure 3,,,,,,,,,,,,,,,0.5704670622088049,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030307,spermatogenic failure 55,,,,,,,,,,,,,,,0.5704670622088049,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030985,premature ovarian failure 19,,,,,,,,,,,,,,,0.5702542864296408,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0054726,spermatogenic failure 22,,,,,,,,,,,,,,,0.5689320369448355,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0014172,spermatogenic failure 12,,,,,,,,,,,,,,,0.5666370981838517,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0054733,spermatogenic failure 29,,,,,,,,,,,,,,,0.5661659518157027,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030733,spermatogenic failure 70,,,,,,,,,,,,,,,0.5622903929809286,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,EFO_1000243,Epidermal Inclusion Cyst,,,,,,,,,,,,,,0.1120248625174791,,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0009776,spermatogenic failure 1,,,,,,,,,,,,,,,0.5584300324160948,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0859338,spermatogenic failure 78,,,,,,,,,,,,,,,0.5567886192625435,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0957278,oocyte/zygote/embryo maturation arrest 20,,,,,,,,,,,,,,,0.555086413029231,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0957220,oocyte/zygote/embryo maturation arrest 17,,,,,,,,,,,,,,,0.555086413029231,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0054724,spermatogenic failure 20,,,,,,,,,,,,,,,0.5550408182194101,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0030844,spermatogenic failure 47,,,,,,,,,,,,,,,0.5530346465872916,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0032859,spermatogenic failure 40,,,,,,,,,,,,,,,0.5527458794584262,,,,,
MLH3,27030,mutL homolog 3,1.16e-09,1.86e-05,1.95283,6.08522,660.07,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,4.731,NOS0001,27030,MLH3,ENSG00000119684,MLH3,MONDO_0859352,spermatogenic failure 79,,,,,,,,,,,,,,,0.5521379486608146,,,,,
